match_id,date,competition,club,opponent,player_id,player,role,position,minutes,started,result,goals,assists,xg,xa,shots,passes,completed_passes,progressive_passes,final_third_entries,pressures,recoveries,interceptions,tackles,carries,progressive_carries,risk_passes,reward_passes
3895067,2023-09-02,Bundesliga,Bayer Leverkusen,Darmstadt 98,32712,Jeremie Frimpong,DEF,Right Wing Back,70.97,1,W,0.0,2.0,0.1701,0.3399,2.0,28.0,23.0,1.0,1.0,4.0,5.0,0,0,28.0,5.0,0.0,2.0
3895067,2023-09-02,Bundesliga,Bayer Leverkusen,Darmstadt 98,40724,Florian Wirtz,FWD,Left Wing,79.38,1,W,0.0,1.0,0.0906,0.6616,2.0,64.0,52.0,7.0,3.0,11.0,1.0,0,0,72.0,6.0,5.0,8.0
3895067,2023-09-02,Bundesliga,Bayer Leverkusen,Darmstadt 98,41411,Nathan Tella,DEF,Right Wing Back,23.07,0,W,0.0,0.0,0.2644,0,1.0,10.0,10.0,3.0,2.0,2.0,1.0,0,0,13.0,0.0,0.0,3.0
3895067,2023-09-02,Bundesliga,Bayer Leverkusen,Darmstadt 98,49337,Josip Stanišić,DEF,Center Back,23.02,0,W,0,0.0,0,0.0737,0,22.0,20.0,2.0,1.0,0,5.0,2.0,0,20.0,2.0,1.0,3.0
3895067,2023-09-02,Bundesliga,Bayer Leverkusen,Darmstadt 98,114833,Noah Mbamba,FWD,Left Wing,14.65,0,W,0.0,1.0,0.0467,0.5853,1.0,17.0,17.0,3.0,3.0,4.0,1.0,0,2.0,20.0,0.0,3.0,4.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,3500,Granit Xhaka,MID,Left Defensive Midfield,98.4,1,D,0.0,0.0,0.0061,0,1.0,79.0,71.0,16.0,10.0,15.0,4.0,4.0,2.0,68.0,3.0,5.0,16.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,8221,Jonathan Tah,DEF,Center Back,98.4,1,D,0,0.0,0,0,0,57.0,57.0,4.0,1.0,8.0,5.0,0,1.0,47.0,3.0,1.0,4.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,8403,Nadiem Amiri,MID,Center Attacking Midfield,3.32,0,D,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,1.0,0.0,0,0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,8667,Lukáš Hrádecký,GK,Goalkeeper,98.4,1,D,0,0.0,0,0,0,27.0,22.0,1.0,0.0,0,5.0,0,0,12.0,0.0,0.0,1.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,8804,Jonas Hofmann,FWD,Right Wing,94.85,1,D,0,0.0,0,0.0246,0,65.0,54.0,4.0,1.0,17.0,8.0,2.0,1.0,56.0,3.0,3.0,5.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,9195,Robert Andrich,MID,Right Defensive Midfield,45.0,1,D,0,0.0,0,0,0,32.0,25.0,4.0,3.0,3.0,0,1.0,0,24.0,0.0,2.0,4.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,10336,Alejandro Grimaldo García,DEF,Left Wing Back,98.4,1,D,1.0,0.0,0.0989,0.5818,2.0,66.0,58.0,5.0,3.0,16.0,10.0,2.0,4.0,51.0,2.0,4.0,7.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,27133,Odilon Kossonou,DEF,Right Center Back,98.4,1,D,0,0.0,0,0,0,48.0,46.0,2.0,1.0,14.0,5.0,2.0,2.0,50.0,2.0,2.0,2.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,28239,Adam Hložek,DEF,Left Center Back,9.08,0,D,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,28268,Exequiel Alejandro Palacios,MID,Right Defensive Midfield,53.4,0,D,1.0,0.0,0.7835,0,1.0,43.0,38.0,3.0,2.0,8.0,1.0,3.0,2.0,30.0,0.0,1.0,3.0
